sample_id,label,n_particles,pattern_params,seed_offset
sample_000190,C01_Uniform,1098,"{""n_particles"": 1098, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",190
sample_000191,C01_Uniform,1419,"{""n_particles"": 1419, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",191
sample_000192,C04_Sector_Edge,940,"{""angle_center_rad"": 4.466158962145104, ""angle_width_deg"": 29.581685262282313, ""edge_width_ratio"": 0.2525621525219767, ""n_particles"": 940, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.0197676874107167, ""radial_beta_beta"": 2.132583620879669, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.917058072951817, ""wafer_radius_mm"": 150.0}",192
sample_000193,C11_Hotspot_Elliptic,1524,"{""center_angle"": ""random"", ""center_angle_rad"": 6.148563074802381, ""center_radius_ratio"": 0.05374252080933372, ""mode"": ""random"", ""n_particles"": 1524, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.9740037832762665, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.09113504372469754, ""sigma_y_ratio"": 0.013154602437407101, ""wafer_radius_mm"": 150.0}",193
sample_000194,C11_Hotspot_Elliptic,1479,"{""center_angle"": ""random"", ""center_angle_rad"": 3.0983174812385084, ""center_radius_ratio"": 0.673343755459166, ""mode"": ""random"", ""n_particles"": 1479, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.321528480955709, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04991774453697151, ""sigma_y_ratio"": 0.027424503860845634, ""wafer_radius_mm"": 150.0}",194
sample_000195,C01_Uniform,1182,"{""n_particles"": 1182, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",195
sample_000196,C03_Ring,551,"{""n_particles"": 551, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.44450034423918927, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04641622271748272}",196
sample_000197,C11_Hotspot_Elliptic,1068,"{""center_angle"": ""random"", ""center_angle_rad"": 2.7799438882107372, ""center_radius_ratio"": 0.8533060373142308, ""mode"": ""random"", ""n_particles"": 1068, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.478351177207636, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.032921047824607405, ""sigma_y_ratio"": 0.024326028767704427, ""wafer_radius_mm"": 150.0}",197
sample_000198,C11_Hotspot_Elliptic,1156,"{""center_angle"": ""random"", ""center_angle_rad"": 4.826166284742825, ""center_radius_ratio"": 0.22056340157412965, ""mode"": ""random"", ""n_particles"": 1156, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.889240103331036, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0348224191081564, ""sigma_y_ratio"": 0.04798950074616035, ""wafer_radius_mm"": 150.0}",198
sample_000199,C07_StraightLine,1098,"{""angle_deg"": 83.81908645361088, ""n_particles"": 1098, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.20522668221754065, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5151082359184018, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.019349709072258678}",199
sample_000200,C04_Sector_Edge,1086,"{""angle_center_rad"": 0.6397399462037832, ""angle_width_deg"": 77.28425205479373, ""edge_width_ratio"": 0.07713126114459477, ""n_particles"": 1086, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.2466065512931133, ""radial_beta_beta"": 1.5292280464727914, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.881421349864411, ""wafer_radius_mm"": 150.0}",200
sample_000201,C03_Ring,1088,"{""n_particles"": 1088, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6759907138159297, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1112356028142075}",201
sample_000202,C01_Uniform,631,"{""n_particles"": 631, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",202
sample_000203,C01_Uniform,1140,"{""n_particles"": 1140, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",203
sample_000204,C07_StraightLine,988,"{""angle_deg"": 95.78031712005055, ""n_particles"": 988, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.01691580889130445, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6127553909431267, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.042779635878085163}",204
sample_000205,C04_Sector_Edge,781,"{""angle_center_rad"": 0.4477195045283598, ""angle_width_deg"": 21.78782794849277, ""edge_width_ratio"": 0.1937134244943296, ""n_particles"": 781, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.4946242386244994, ""radial_beta_beta"": 0.8547270390080209, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.401139077113962, ""wafer_radius_mm"": 150.0}",205
sample_000206,C11_Hotspot_Elliptic,881,"{""center_angle"": ""random"", ""center_angle_rad"": 0.9260378086612165, ""center_radius_ratio"": 0.2567192114717065, ""mode"": ""random"", ""n_particles"": 881, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.120654743255244, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08272763281986692, ""sigma_y_ratio"": 0.07885299595867619, ""wafer_radius_mm"": 150.0}",206
sample_000207,C11_Hotspot_Elliptic,925,"{""center_angle"": ""random"", ""center_angle_rad"": 2.1401285638363072, ""center_radius_ratio"": 0.3689902497140949, ""mode"": ""random"", ""n_particles"": 925, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.8736658096800316, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04513365047133808, ""sigma_y_ratio"": 0.026102497946858795, ""wafer_radius_mm"": 150.0}",207
sample_000208,C03_Ring,1399,"{""n_particles"": 1399, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.44656840920663093, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08509111458164587}",208
sample_000209,C04_Sector_Edge,1115,"{""angle_center_rad"": 4.934484195305183, ""angle_width_deg"": 65.92802300248638, ""edge_width_ratio"": 0.16478038462617367, ""n_particles"": 1115, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.4484237412225474, ""radial_beta_beta"": 1.8823625861800741, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.003342050457335, ""wafer_radius_mm"": 150.0}",209
sample_000210,C01_Uniform,1109,"{""n_particles"": 1109, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",210
sample_000211,C03_Ring,1133,"{""n_particles"": 1133, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7135010489570517, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08729984382362577}",211
sample_000212,C01_Uniform,1161,"{""n_particles"": 1161, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",212
sample_000213,C04_Sector_Edge,656,"{""angle_center_rad"": 4.206839985103096, ""angle_width_deg"": 25.549825426937023, ""edge_width_ratio"": 0.1794361440570595, ""n_particles"": 656, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.9474413859711195, ""radial_beta_beta"": 0.9654343990563636, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.144119050415759, ""wafer_radius_mm"": 150.0}",213
sample_000214,C03_Ring,732,"{""n_particles"": 732, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7115672624474887, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.14768164814390106}",214
sample_000215,C07_StraightLine,1440,"{""angle_deg"": 96.49114627278054, ""n_particles"": 1440, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1843408111713784, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.3612948672675895, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01682562696836405}",215
sample_000216,C01_Uniform,1075,"{""n_particles"": 1075, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",216
sample_000217,C04_Sector_Edge,1451,"{""angle_center_rad"": 2.274847847283549, ""angle_width_deg"": 57.18494496213989, ""edge_width_ratio"": 0.06033112822308924, ""n_particles"": 1451, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.6403593480195886, ""radial_beta_beta"": 1.155701867048042, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.575690493367001, ""wafer_radius_mm"": 150.0}",217
sample_000218,C11_Hotspot_Elliptic,1437,"{""center_angle"": ""random"", ""center_angle_rad"": 0.9372028065250755, ""center_radius_ratio"": 0.7710920393396394, ""mode"": ""random"", ""n_particles"": 1437, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.5221578225556311, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.03304004397640079, ""sigma_y_ratio"": 0.06920022000870464, ""wafer_radius_mm"": 150.0}",218
sample_000219,C11_Hotspot_Elliptic,936,"{""center_angle"": ""random"", ""center_angle_rad"": 2.030453369648548, ""center_radius_ratio"": 0.8467885363073107, ""mode"": ""random"", ""n_particles"": 936, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.0832484307244465, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06292811917376848, ""sigma_y_ratio"": 0.020632382586061433, ""wafer_radius_mm"": 150.0}",219
sample_000220,C04_Sector_Edge,632,"{""angle_center_rad"": 4.272007527461993, ""angle_width_deg"": 40.30351990539231, ""edge_width_ratio"": 0.10891579351952373, ""n_particles"": 632, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.5503182288322837, ""radial_beta_beta"": 0.8203907875729209, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.341487274373842, ""wafer_radius_mm"": 150.0}",220
sample_000221,C07_StraightLine,823,"{""angle_deg"": 117.39410148186563, ""n_particles"": 823, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.029231345792561703, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8803961425672833, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.044453178056576316}",221
sample_000222,C07_StraightLine,1357,"{""angle_deg"": 57.4989924830363, ""n_particles"": 1357, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.1312846724758002, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5886540079196494, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.032778192234567585}",222
sample_000223,C03_Ring,1001,"{""n_particles"": 1001, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8773654853113182, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.11933090751652274}",223
sample_000224,C01_Uniform,1308,"{""n_particles"": 1308, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",224
sample_000225,C01_Uniform,1097,"{""n_particles"": 1097, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",225
sample_000226,C03_Ring,1223,"{""n_particles"": 1223, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5640743540029838, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15788397523655098}",226
sample_000227,C01_Uniform,694,"{""n_particles"": 694, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",227
sample_000228,C04_Sector_Edge,697,"{""angle_center_rad"": 5.431163390468361, ""angle_width_deg"": 31.802094013860504, ""edge_width_ratio"": 0.16494762980509414, ""n_particles"": 697, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.387280730256876, ""radial_beta_beta"": 2.780075360035492, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.092759888508366, ""wafer_radius_mm"": 150.0}",228
sample_000229,C04_Sector_Edge,1210,"{""angle_center_rad"": 1.4628298722028217, ""angle_width_deg"": 49.277939919800396, ""edge_width_ratio"": 0.21374644452564756, ""n_particles"": 1210, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.9707693431038593, ""radial_beta_beta"": 2.819243557038961, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.747410498592718, ""wafer_radius_mm"": 150.0}",229
sample_000230,C07_StraightLine,768,"{""angle_deg"": 150.10018143292723, ""n_particles"": 768, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.10116089714589788, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.3159637826944776, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.048340364814118394}",230
sample_000231,C03_Ring,948,"{""n_particles"": 948, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5643398993015087, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03258500935448394}",231
sample_000232,C01_Uniform,578,"{""n_particles"": 578, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",232
sample_000233,C04_Sector_Edge,777,"{""angle_center_rad"": 5.755908195474859, ""angle_width_deg"": 54.75166957971302, ""edge_width_ratio"": 0.10510312103776902, ""n_particles"": 777, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.5903987061733, ""radial_beta_beta"": 2.278077590314469, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.048920602561655, ""wafer_radius_mm"": 150.0}",233
sample_000234,C11_Hotspot_Elliptic,929,"{""center_angle"": ""random"", ""center_angle_rad"": 0.9322174032184367, ""center_radius_ratio"": 0.34276095779817156, ""mode"": ""random"", ""n_particles"": 929, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.1690033611358397, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10830348565208985, ""sigma_y_ratio"": 0.058570198176383384, ""wafer_radius_mm"": 150.0}",234
sample_000235,C01_Uniform,686,"{""n_particles"": 686, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",235
sample_000236,C11_Hotspot_Elliptic,1051,"{""center_angle"": ""random"", ""center_angle_rad"": 0.11310333152174022, ""center_radius_ratio"": 0.8825799768050427, ""mode"": ""random"", ""n_particles"": 1051, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.1979582975178271, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06617545517994178, ""sigma_y_ratio"": 0.05078965327076103, ""wafer_radius_mm"": 150.0}",236
sample_000237,C03_Ring,555,"{""n_particles"": 555, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7625468076241608, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15980065299556231}",237
sample_000238,C01_Uniform,1374,"{""n_particles"": 1374, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",238
sample_000239,C11_Hotspot_Elliptic,521,"{""center_angle"": ""random"", ""center_angle_rad"": 5.687714410221763, ""center_radius_ratio"": 0.5688509319279242, ""mode"": ""random"", ""n_particles"": 521, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.1238588016424766, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06635493471660762, ""sigma_y_ratio"": 0.03917804210827923, ""wafer_radius_mm"": 150.0}",239
sample_000240,C07_StraightLine,1164,"{""angle_deg"": 151.3958643399471, ""n_particles"": 1164, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.15341112659624437, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5806716618908152, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.023496290889049438}",240
sample_000241,C03_Ring,737,"{""n_particles"": 737, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.40607557125760285, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15085390246772232}",241
sample_000242,C03_Ring,670,"{""n_particles"": 670, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.42575353370765223, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.045917851075722105}",242
sample_000243,C07_StraightLine,688,"{""angle_deg"": 31.211036604872145, ""n_particles"": 688, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.09988146674020171, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.59492280328479, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.039424775457683074}",243
sample_000244,C03_Ring,789,"{""n_particles"": 789, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.48001167819898843, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.13827275280331744}",244
sample_000245,C01_Uniform,1258,"{""n_particles"": 1258, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",245
sample_000246,C04_Sector_Edge,750,"{""angle_center_rad"": 0.6533012521877217, ""angle_width_deg"": 57.71270860237442, ""edge_width_ratio"": 0.2738422838737064, ""n_particles"": 750, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3038078866690872, ""radial_beta_beta"": 1.9822916128916257, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 2.564943380615263, ""wafer_radius_mm"": 150.0}",246
sample_000247,C03_Ring,1211,"{""n_particles"": 1211, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8535574404255232, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0789569058711914}",247
sample_000248,C04_Sector_Edge,835,"{""angle_center_rad"": 1.1625540315633567, ""angle_width_deg"": 55.85254810550136, ""edge_width_ratio"": 0.07343310195690124, ""n_particles"": 835, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.213929855438389, ""radial_beta_beta"": 1.7600932826656734, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.876177853393404, ""wafer_radius_mm"": 150.0}",248
sample_000249,C11_Hotspot_Elliptic,587,"{""center_angle"": ""random"", ""center_angle_rad"": 5.645629153549214, ""center_radius_ratio"": 0.7776540200280498, ""mode"": ""random"", ""n_particles"": 587, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.943342444799737, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07955772738513142, ""sigma_y_ratio"": 0.05441152939667881, ""wafer_radius_mm"": 150.0}",249
sample_000250,C01_Uniform,806,"{""n_particles"": 806, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",250
sample_000251,C01_Uniform,1009,"{""n_particles"": 1009, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",251
sample_000252,C01_Uniform,565,"{""n_particles"": 565, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",252
sample_000253,C07_StraightLine,544,"{""angle_deg"": 21.916973187826077, ""n_particles"": 544, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.18008411754790377, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.874617809390958, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.039864844814706334}",253
sample_000254,C03_Ring,798,"{""n_particles"": 798, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.777135623991142, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08475726803593017}",254
sample_000255,C11_Hotspot_Elliptic,920,"{""center_angle"": ""random"", ""center_angle_rad"": 0.6571423251452009, ""center_radius_ratio"": 0.15676516903419477, ""mode"": ""random"", ""n_particles"": 920, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 6.002789376286179, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06164978644311359, ""sigma_y_ratio"": 0.03476447857297204, ""wafer_radius_mm"": 150.0}",255
sample_000256,C07_StraightLine,944,"{""angle_deg"": 5.1554147553923695, ""n_particles"": 944, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2779734216815268, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.49897690712077514, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04541897089978271}",256
sample_000257,C01_Uniform,1462,"{""n_particles"": 1462, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",257
sample_000258,C01_Uniform,1499,"{""n_particles"": 1499, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",258
sample_000259,C07_StraightLine,661,"{""angle_deg"": 178.01431356359896, ""n_particles"": 661, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.10316843757085825, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7454744698872596, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03037000178456839}",259
sample_000260,C11_Hotspot_Elliptic,818,"{""center_angle"": ""random"", ""center_angle_rad"": 1.97892298226884, ""center_radius_ratio"": 0.8929830084382573, ""mode"": ""random"", ""n_particles"": 818, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.895425717805357, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0788773124139763, ""sigma_y_ratio"": 0.07424086868656983, ""wafer_radius_mm"": 150.0}",260
sample_000261,C11_Hotspot_Elliptic,856,"{""center_angle"": ""random"", ""center_angle_rad"": 0.43542919405709984, ""center_radius_ratio"": 0.42212706626104024, ""mode"": ""random"", ""n_particles"": 856, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.819196676694007, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.11921548525979825, ""sigma_y_ratio"": 0.036300292245373934, ""wafer_radius_mm"": 150.0}",261
sample_000262,C07_StraightLine,1337,"{""angle_deg"": 141.4868118069742, ""n_particles"": 1337, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.1196394984273384, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4825009659336287, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.026934021964262502}",262
sample_000263,C11_Hotspot_Elliptic,634,"{""center_angle"": ""random"", ""center_angle_rad"": 1.2404457676496154, ""center_radius_ratio"": 0.39726208026208304, ""mode"": ""random"", ""n_particles"": 634, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.9510650505832405, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.106373482443322, ""sigma_y_ratio"": 0.07691132971740469, ""wafer_radius_mm"": 150.0}",263
sample_000264,C11_Hotspot_Elliptic,1098,"{""center_angle"": ""random"", ""center_angle_rad"": 0.72488588161952, ""center_radius_ratio"": 0.45911767536009823, ""mode"": ""random"", ""n_particles"": 1098, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.779625770630356, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10030744920754095, ""sigma_y_ratio"": 0.03481378952352957, ""wafer_radius_mm"": 150.0}",264
sample_000265,C01_Uniform,719,"{""n_particles"": 719, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",265
