sample_id,label,n_particles,pattern_params,seed_offset
sample_000283,C06_RadialLines,190,"{""angular_jitter_deg"": 1.673328251264386, ""n_lines"": 6, ""n_particles"": 190, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.8940859244808879, ""r_min_ratio"": 0.130822130938223, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.02300600456659441, ""wafer_radius_mm"": 150.0}",283
sample_000284,C07_StraightLine,37,"{""angle_deg"": 131.68314453213856, ""n_particles"": 37, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.11852148533629209, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5551777593081828, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.005487959527998235}",284
sample_000285,C03_Ring,71,"{""n_particles"": 71, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7990508007415017, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1847057575053309}",285
sample_000286,C08_CurvedScratch,79,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.2083526117689294, ""arc_radius_ratio"": 0.6260687157875064, ""n_particles"": 79, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 93.5240869135476, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02142673949636023}",286
sample_000287,C05_Sector_Internal,86,"{""angle_center_rad"": 3.96783437770456, ""angle_width_deg"": 103.97683869994661, ""edge_margin_norm"": 0.05, ""n_particles"": 86, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.07381108756458575, ""r_outer_ratio"": 0.6260328931860148, ""radial_beta_alpha"": 2.1280373475356944, ""radial_beta_beta"": 1.5933063782160062, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.201629578953808, ""wafer_radius_mm"": 150.0}",287
sample_000288,C09_Spiral,66,"{""end_r_ratio"": 0.7825563842907789, ""n_particles"": 66, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.29988154785732746, ""theta_max"": 15.004022005325877, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0400737437381624}",288
sample_000289,C08_CurvedScratch,43,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 4.473204891113846, ""arc_radius_ratio"": 0.6540761525772516, ""n_particles"": 43, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 86.08025190054441, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.048787848153908596}",289
sample_000290,C07_StraightLine,180,"{""angle_deg"": 7.518543390652606, ""n_particles"": 180, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.13132691670032348, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7932708331109827, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.015697114141204314}",290
sample_000291,C06_RadialLines,190,"{""angular_jitter_deg"": 2.3964356250509655, ""n_lines"": 4, ""n_particles"": 190, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.6662667340117114, ""r_min_ratio"": 0.24437857543777, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.017088883235001674, ""wafer_radius_mm"": 150.0}",291
sample_000292,C09_Spiral,173,"{""end_r_ratio"": 0.8657965035642368, ""n_particles"": 173, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.06906004987716581, ""theta_max"": 11.693768863556619, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04572805311760426}",292
sample_000293,C07_StraightLine,142,"{""angle_deg"": 57.92419678609905, ""n_particles"": 142, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1758939033679576, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8186902924315712, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04191713364762848}",293
sample_000294,C05_Sector_Internal,136,"{""angle_center_rad"": 2.67506550400298, ""angle_width_deg"": 44.7115072759534, ""edge_margin_norm"": 0.05, ""n_particles"": 136, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.3431265064240006, ""r_outer_ratio"": 0.7387103026861032, ""radial_beta_alpha"": 3.519607536612871, ""radial_beta_beta"": 1.586078777517294, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 0.6640684392556448, ""wafer_radius_mm"": 150.0}",294
sample_000295,C01_Uniform,37,"{""n_particles"": 37, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",295
sample_000296,C05_Sector_Internal,81,"{""angle_center_rad"": 1.1994018611438382, ""angle_width_deg"": 87.04734619937948, ""edge_margin_norm"": 0.05, ""n_particles"": 81, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.16611455806467929, ""r_outer_ratio"": 0.556891063487127, ""radial_beta_alpha"": 1.3812652619260528, ""radial_beta_beta"": 1.3566078408031061, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.10798333996546, ""wafer_radius_mm"": 150.0}",296
sample_000297,C01_Uniform,137,"{""n_particles"": 137, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",297
sample_000298,C01_Uniform,50,"{""n_particles"": 50, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",298
sample_000299,C08_CurvedScratch,58,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 4.703665381928086, ""arc_radius_ratio"": 0.8252933073081465, ""n_particles"": 58, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 54.15594487292645, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.05376969559151623}",299
sample_000300,C02_EdgeBiased,111,"{""edge_bias"": 2.251126576094481, ""n_particles"": 111, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",300
sample_000301,C05_Sector_Internal,171,"{""angle_center_rad"": 5.706134291678042, ""angle_width_deg"": 52.44290994701202, ""edge_margin_norm"": 0.05, ""n_particles"": 171, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.16873329003311766, ""r_outer_ratio"": 0.5591369753719039, ""radial_beta_alpha"": 1.799823987901836, ""radial_beta_beta"": 3.8135323231083142, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 6.671315303093651, ""wafer_radius_mm"": 150.0}",301
sample_000302,C09_Spiral,60,"{""end_r_ratio"": 0.8484397106399684, ""n_particles"": 60, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.16844752579124764, ""theta_max"": 16.01213971647364, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01743647176525366}",302
sample_000303,C06_RadialLines,59,"{""angular_jitter_deg"": 1.7916462068108718, ""n_lines"": 8, ""n_particles"": 59, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.7163140733558161, ""r_min_ratio"": 0.20096453052240068, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.02244269354797628, ""wafer_radius_mm"": 150.0}",303
sample_000304,C04_Sector_Edge,175,"{""angle_center_rad"": 4.282936930433927, ""angle_width_deg"": 52.843180987503175, ""edge_width_ratio"": 0.22495181308128942, ""n_particles"": 175, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.544664049494968, ""radial_beta_beta"": 2.3238677469718256, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.5354485788168795, ""wafer_radius_mm"": 150.0}",304
sample_000305,C03_Ring,171,"{""n_particles"": 171, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7114290478220284, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.05831149167716613}",305
sample_000306,C10_Hotspot_Iso,146,"{""center_angle"": ""random"", ""center_angle_rad"": 1.5514687566715943, ""center_radius_ratio"": 0.3539718733247692, ""mode"": ""random"", ""n_particles"": 146, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.10585342000288568, ""wafer_radius_mm"": 150.0}",306
sample_000307,C07_StraightLine,23,"{""angle_deg"": 154.2185546385635, ""n_particles"": 23, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.24392001466723606, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8888651183137555, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.026981181209087116}",307
sample_000308,C03_Ring,199,"{""n_particles"": 199, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8921565603914278, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.10057493515946596}",308
sample_000309,C06_RadialLines,15,"{""angular_jitter_deg"": 4.461325951724074, ""n_lines"": 6, ""n_particles"": 15, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.6055929966771065, ""r_min_ratio"": 0.08415378493233973, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.014686093998528778, ""wafer_radius_mm"": 150.0}",309
sample_000310,C03_Ring,67,"{""n_particles"": 67, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5724243197933144, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.18999767214946872}",310
sample_000311,C06_RadialLines,121,"{""angular_jitter_deg"": 3.0168356685252147, ""n_lines"": 4, ""n_particles"": 121, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.6394582034462915, ""r_min_ratio"": 0.2806302066459033, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.021696950647915592, ""wafer_radius_mm"": 150.0}",311
sample_000312,C07_StraightLine,199,"{""angle_deg"": 4.51361840644566, ""n_particles"": 199, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.27782272837174443, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6768431077729375, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.007415880179228207}",312
sample_000313,C05_Sector_Internal,90,"{""angle_center_rad"": 3.926863768360384, ""angle_width_deg"": 44.651987259442095, ""edge_margin_norm"": 0.05, ""n_particles"": 90, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.3826160638179983, ""r_outer_ratio"": 0.6588528260847359, ""radial_beta_alpha"": 3.128076082670957, ""radial_beta_beta"": 2.6177399461105986, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.7906079642148702, ""wafer_radius_mm"": 150.0}",313
sample_000314,C06_RadialLines,31,"{""angular_jitter_deg"": 2.1320463308257107, ""n_lines"": 4, ""n_particles"": 31, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.7704146710529547, ""r_min_ratio"": 0.1915930338850767, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.018554997117873184, ""wafer_radius_mm"": 150.0}",314
sample_000315,C07_StraightLine,46,"{""angle_deg"": 22.930707584607145, ""n_particles"": 46, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14877771826783173, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8216399106796096, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.038582153435430824}",315
sample_000316,C06_RadialLines,85,"{""angular_jitter_deg"": 4.33238172643342, ""n_lines"": 6, ""n_particles"": 85, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.8313322532984733, ""r_min_ratio"": 0.27214112822349945, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.025811156402396097, ""wafer_radius_mm"": 150.0}",316
sample_000317,C01_Uniform,156,"{""n_particles"": 156, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",317
sample_000318,C04_Sector_Edge,11,"{""angle_center_rad"": 3.465632014754045, ""angle_width_deg"": 60.234080467558776, ""edge_width_ratio"": 0.07581484540441459, ""n_particles"": 11, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.641378409439724, ""radial_beta_beta"": 2.728616493388664, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.4737759045526095, ""wafer_radius_mm"": 150.0}",318
sample_000319,C07_StraightLine,167,"{""angle_deg"": 177.32333709330766, ""n_particles"": 167, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.09985953844610375, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4798739185521632, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027355382184446407}",319
sample_000320,C02_EdgeBiased,134,"{""edge_bias"": 1.298077113204446, ""n_particles"": 134, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",320
sample_000321,C10_Hotspot_Iso,103,"{""center_angle"": ""random"", ""center_angle_rad"": 0.6423459070047352, ""center_radius_ratio"": 0.8674235573609405, ""mode"": ""random"", ""n_particles"": 103, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.043368016999378305, ""wafer_radius_mm"": 150.0}",321
sample_000322,C08_CurvedScratch,90,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 6.061608467755621, ""arc_radius_ratio"": 0.610781264927991, ""n_particles"": 90, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 125.083376177887, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.026434799517630787}",322
sample_000323,C02_EdgeBiased,126,"{""edge_bias"": 3.823821337828993, ""n_particles"": 126, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",323
sample_000324,C07_StraightLine,121,"{""angle_deg"": 172.04359611331589, ""n_particles"": 121, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.06008959609927258, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5216932271364904, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.014983580554700943}",324
sample_000325,C06_RadialLines,107,"{""angular_jitter_deg"": 2.6269021637370256, ""n_lines"": 6, ""n_particles"": 107, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.7248588997307309, ""r_min_ratio"": 0.11230438156361096, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.014823135417169717, ""wafer_radius_mm"": 150.0}",325
sample_000326,C07_StraightLine,153,"{""angle_deg"": 28.85416895872869, ""n_particles"": 153, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2210342954833895, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.76107002457061, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02077391014783314}",326
sample_000327,C06_RadialLines,114,"{""angular_jitter_deg"": 2.439915679375168, ""n_lines"": 4, ""n_particles"": 114, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.6802588245405179, ""r_min_ratio"": 0.2378915983784857, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.008583938472030877, ""wafer_radius_mm"": 150.0}",327
sample_000328,C10_Hotspot_Iso,119,"{""center_angle"": ""random"", ""center_angle_rad"": 4.628403667044077, ""center_radius_ratio"": 0.8884120314296999, ""mode"": ""random"", ""n_particles"": 119, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.032382263277134844, ""wafer_radius_mm"": 150.0}",328
sample_000329,C07_StraightLine,40,"{""angle_deg"": 8.773604749139546, ""n_particles"": 40, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.17886940051163094, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6404378362131872, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.013312892759874725}",329
sample_000330,C05_Sector_Internal,194,"{""angle_center_rad"": 5.027241965660646, ""angle_width_deg"": 107.07450190140864, ""edge_margin_norm"": 0.05, ""n_particles"": 194, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.2772583172233951, ""r_outer_ratio"": 0.718119387553705, ""radial_beta_alpha"": 2.689586016921576, ""radial_beta_beta"": 3.541899659891616, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 7.006720522271048, ""wafer_radius_mm"": 150.0}",330
sample_000331,C06_RadialLines,87,"{""angular_jitter_deg"": 3.494001819415079, ""n_lines"": 4, ""n_particles"": 87, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.7156975794621097, ""r_min_ratio"": 0.03162843210516115, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.01989202543920718, ""wafer_radius_mm"": 150.0}",331
sample_000332,C10_Hotspot_Iso,71,"{""center_angle"": ""random"", ""center_angle_rad"": 5.003401372077363, ""center_radius_ratio"": 0.5291673756181579, ""mode"": ""random"", ""n_particles"": 71, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.06950872102096461, ""wafer_radius_mm"": 150.0}",332
sample_000333,C07_StraightLine,178,"{""angle_deg"": 36.26316157541984, ""n_particles"": 178, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1656521589071378, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7790363696433874, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04862764841103351}",333
sample_000334,C09_Spiral,74,"{""end_r_ratio"": 0.8327151763748658, ""n_particles"": 74, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.07928153953515292, ""theta_max"": 17.965280083941522, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0407731236978999}",334
sample_000335,C10_Hotspot_Iso,55,"{""center_angle"": ""random"", ""center_angle_rad"": 5.30143124418813, ""center_radius_ratio"": 0.490993520641304, ""mode"": ""random"", ""n_particles"": 55, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.11344793486917742, ""wafer_radius_mm"": 150.0}",335
sample_000336,C09_Spiral,105,"{""end_r_ratio"": 0.9025619858661738, ""n_particles"": 105, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.21000331579804185, ""theta_max"": 16.359908276283363, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02661961489862705}",336
sample_000337,C01_Uniform,173,"{""n_particles"": 173, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",337
sample_000338,C10_Hotspot_Iso,11,"{""center_angle"": ""random"", ""center_angle_rad"": 1.6214649994964312, ""center_radius_ratio"": 0.25823222360743847, ""mode"": ""random"", ""n_particles"": 11, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.02432520331842513, ""wafer_radius_mm"": 150.0}",338
sample_000339,C04_Sector_Edge,150,"{""angle_center_rad"": 3.3652993493909573, ""angle_width_deg"": 65.4902687109858, ""edge_width_ratio"": 0.2689414691995338, ""n_particles"": 150, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.261194576098075, ""radial_beta_beta"": 3.2705726765183902, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.544326278046968, ""wafer_radius_mm"": 150.0}",339
sample_000340,C10_Hotspot_Iso,164,"{""center_angle"": ""random"", ""center_angle_rad"": 3.5910598891374033, ""center_radius_ratio"": 0.38662899874274914, ""mode"": ""random"", ""n_particles"": 164, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.023495719123314766, ""wafer_radius_mm"": 150.0}",340
sample_000341,C10_Hotspot_Iso,151,"{""center_angle"": ""random"", ""center_angle_rad"": 1.6316915561516327, ""center_radius_ratio"": 0.20384505461179908, ""mode"": ""random"", ""n_particles"": 151, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.02665989166389507, ""wafer_radius_mm"": 150.0}",341
sample_000342,C05_Sector_Internal,176,"{""angle_center_rad"": 3.7379499260693176, ""angle_width_deg"": 91.69897240117152, ""edge_margin_norm"": 0.05, ""n_particles"": 176, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.3782560532311256, ""r_outer_ratio"": 0.7191821482907168, ""radial_beta_alpha"": 3.743512314792663, ""radial_beta_beta"": 3.2634323318885596, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 0.4720081712393228, ""wafer_radius_mm"": 150.0}",342
sample_000343,C05_Sector_Internal,192,"{""angle_center_rad"": 1.5895153900953756, ""angle_width_deg"": 102.31099366607351, ""edge_margin_norm"": 0.05, ""n_particles"": 192, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.19156224042078066, ""r_outer_ratio"": 0.6767218353587472, ""radial_beta_alpha"": 2.979171810006571, ""radial_beta_beta"": 2.3480071695102116, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 6.363912402785948, ""wafer_radius_mm"": 150.0}",343
sample_000344,C09_Spiral,67,"{""end_r_ratio"": 0.9093963793474888, ""n_particles"": 67, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.16155935837173047, ""theta_max"": 15.858108503557727, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027686558413366456}",344
sample_000345,C04_Sector_Edge,27,"{""angle_center_rad"": 1.2484161927430077, ""angle_width_deg"": 81.96299461567718, ""edge_width_ratio"": 0.2464984498116869, ""n_particles"": 27, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.601317454528957, ""radial_beta_beta"": 2.4333922714281426, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.947794916466781, ""wafer_radius_mm"": 150.0}",345
sample_000346,C04_Sector_Edge,121,"{""angle_center_rad"": 2.340673051085093, ""angle_width_deg"": 21.13366100184569, ""edge_width_ratio"": 0.1343156801383083, ""n_particles"": 121, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.2708796584173891, ""radial_beta_beta"": 0.9202682916971133, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.6761851353982964, ""wafer_radius_mm"": 150.0}",346
sample_000347,C03_Ring,28,"{""n_particles"": 28, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.625522940186424, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.16462943233577643}",347
sample_000348,C10_Hotspot_Iso,40,"{""center_angle"": ""random"", ""center_angle_rad"": 3.696465494547905, ""center_radius_ratio"": 0.08508759300455702, ""mode"": ""random"", ""n_particles"": 40, ""name"": ""wafer_particles.pattern.C10_Hotspot_Iso"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.06488811017685672, ""wafer_radius_mm"": 150.0}",348
sample_000349,C06_RadialLines,176,"{""angular_jitter_deg"": 2.8373838402714338, ""n_lines"": 4, ""n_particles"": 176, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.7339729880338993, ""r_min_ratio"": 0.004980309125972437, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.003334721882693056, ""wafer_radius_mm"": 150.0}",349
sample_000350,C05_Sector_Internal,143,"{""angle_center_rad"": 0.8624609288565996, ""angle_width_deg"": 54.93549743938056, ""edge_margin_norm"": 0.05, ""n_particles"": 143, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.26973345035164775, ""r_outer_ratio"": 0.7868238376092961, ""radial_beta_alpha"": 2.907466902859563, ""radial_beta_beta"": 3.3270929279705563, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 4.90532153655975, ""wafer_radius_mm"": 150.0}",350
sample_000351,C07_StraightLine,123,"{""angle_deg"": 135.7010227509856, ""n_particles"": 123, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.050481341605977614, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8548450124065274, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.005455688724801783}",351
sample_000352,C06_RadialLines,56,"{""angular_jitter_deg"": 0.0857352097517522, ""n_lines"": 8, ""n_particles"": 56, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""r_max_ratio"": 0.9668943425206815, ""r_min_ratio"": 0.2836493861093551, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.027053356494563467, ""wafer_radius_mm"": 150.0}",352
sample_000353,C07_StraightLine,82,"{""angle_deg"": 175.05722181269357, ""n_particles"": 82, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14617038138448174, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5464489672755561, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.036179062374641545}",353
